대분류,중분류,질문,답변
BACKEND,네트워크,OSI 7계층에 대해 설명해 주세요.,"• 네트워크 통신이 일어나는 과정을 7단계로 나눈 네트워크 표준 모델입니다.
• 즉, 네트워크 프로토콜이 통신하는 구조를 7개의 계층으로 분리해 각 계층간 상호 작동하는 방식을 정해놓은 것입니다.
• 이는 응용, 표현, 세션, 전송, 네트워크(패킷), 데이터 링크(프레임), 물리(비트) 계층으로 이루어져 있습니다."
BACKEND,네트워크,각 계층을 간단하게 설명해주세요.,"• 응용 계층 (L7)
  • 최종 목적지로 응용 프로세스와 직접 관계하여 일반적인 응용 서비스를 수행합니다.
  • 사용자 인터페이스(UI), 전자우편, DB 관리 등의 서비스를 제공합니다.
  • Ex: HTTP, FTP, DNS 등
• 표현 (L6)
  • 데이터 표현에 대한 독립성을 제공하고 암호화하는 역할을 담당하는 계층입니다. 즉, 파일 인코딩, 명령어 포장, 압축, 암호화 등을 합니다.
  • Ex: JPEG, MPEG 등
• 세션 계층 (L5)
  • 데이터가 통신하기 위한 논리적 연결을 담당하는 계층입니다. 즉, TCP/IP 세션을 관리하는 책임을 갖습니다.
  • Ex: API, Socket 등
• 전송 계층 (L4)
  • TCP/UDP 프로토콜을 통해 통신을 활성화하는 계층입니다. 즉, 포트를 열어서 프로그램들이 데이터를 주고 받을 수 있도록 합니다.
  • TCP: 신뢰성, 연결형, 패킷 교환 방식, 느림, 순서 보장 O, 1:1 통신, 수신 여부 확인 O
  • UDP: 비신뢰성, 비연결형, 데이터그램 방식, 빠름, 순서 보장 X, N:N 통신, 수신 여부 확인 X, 실시간
• 네트워크 계층 (L3)
  • 데이터를 목적지까지 가장 안전하고 빠르게 전달하는 기능을 담당하는 계층으로 라우팅, 흐름 제어, 세크멘테이션, 오류 제어 등을 수행합니다.
  • 이 계층은 라우터를 통해 이동할 경로를 선택하여 IP 주소를 지정하고 해당 경로에 패킷을 전달합니다.
  • 전송 단위: 패킷
  • Ex: 라우터, IP 
• 데이터 링크 계층 (L2)
  • 물리 계층으로 송/수신되는 정보를 관리하여 안전하게 전달되도록 도와주는 계층입니다.
  • 이 계층은 MAC 주소를 기반으로 통신합니다. 즉, 프레임에 물리적 주소인 MAC 주소를 부여해 오류 제어, 흐름 제어를 수행합니다. 
  • 전송 단위: 프레임
  • Ex: 브리지, 스위치, 이더넷 등
• 물리 계층 (L1)
  • 데이터를 전기적 신호로 변환해 주고 받는 기능을 수행하는 계층입니다. 즉, 데이터를 전송하는 역할만 수행합니다.
  • 전송 단위: 비트 (전기적 신호, 0/1)
  • Ex: 통신 케이블, 리피터, 허브 등"
BACKEND,네트워크,TCP/IP 4계층에 대해 설명해주세요.,"• OSI 7 계층 모델은 실무적으로 이용하기에 다소 복잡하여 TCP/IP 프로토콜 통신 과정에 초점을 맞추어 더 단순화한 계층이다.
• 이는 응용, 전송, 인터넷, 네트워크 엑세스 계층으로 구성된다."
BACKEND,네트워크,각 계층을 간단하게 설명해주세요.,"• 응용 계층 (OSI 7 계층의 응용 계층 + 표현 계층 + 세션 계층) 
  • 사용자에게 서비스를 제공하는 계층이다.
  • Ex: HTTP, SMTP, SSH, FTP 등
• 전송 계층
  • 응용 계층과 인터넷 계층 사이에서 데이터가 전달될 때 중계 역할을 하는 계층입니다.
  • 즉, 응용 계층에서 받은 메시지를 기반으로 세그먼트 혹은 데이터그램으로 데이터를 쪼개 전달합니다.
  • Ex: TCP(세그먼트), UDP(데이터그램)
• 인터넷 계층 (OSI 7계층의 네트워크 계층)
  • 전송 계층에서 받은 세그먼트 혹은 데이터그램을 패킷화하여 IP 주소로 지정된 목적지로 전송하는 역할을 담당하는 계층이다.
  • 전송 계층과 다르게 수신 쪽에서 패킷을 잘 받았는 지에 대해 보장하지 않는 비연결형 특징을 가지고 있는 데이터그램 방식이다.
  • Ex: IP, ARP, ICMP
• 네트워크 엑세스 계층 (OSI 7 계층의 데이터 링크 계층 + 물리 계층)
  • 실질적으로 데이터가 네트워크를 통해 물리적으로 전달되며 장치 간 신호를 주고 받는 계층이다.
  • Ex: 전선, 광섬유, 무선 등"
BACKEND,네트워크,계층 간 송/수신 흐름을 말해보세요.,"• 캡슐화 송신측의 응용 계층 데이터가 전송 계층으로 전달되며 TCP(L4) 헤더가 붙고 세그먼트 또는 데이터그램화 됩니다. 인터넷 계층으로 전달되며 IP(L3) 헤더가 붙고 패킷화 됩니다. 네트워크 엑세스 계층으로 전달되며 프레임 헤더와 프레임 트레일러가 붙고 프레임화 됩니다.
• 송신측의 응용 계층 데이터가 전송 계층으로 전달되며 TCP(L4) 헤더가 붙고 세그먼트 또는 데이터그램화 됩니다.
• 인터넷 계층으로 전달되며 IP(L3) 헤더가 붙고 패킷화 됩니다.
• 네트워크 엑세스 계층으로 전달되며 프레임 헤더와 프레임 트레일러가 붙고 프레임화 됩니다.
• 비캡슐화
4. 수신 측에서 캡슐화된 데이터를 받습니다.
5. 네트워크 엑세스 계층에서 인터넷 계층으로 전달되면서 프레임화된 데이터가 다시 패킷화됩니다.
6. 전송 계층으로 전달되면서 패킷화된 데이터가 세그먼트 혹은 데이터그램화 됩니다.
7. 응용 계층으로 전달되면서 메시지화 됩니다.
8. 최종적으로 사용자에게 애플리케이션의 PDU만 받습니다."
BACKEND,네트워크,캡슐화와 비캡슐화에 대해 설명해주세요.,"• 캡슐화 과정
  • 상위 계층의 헤더와 데이터를 하위 계층의 데이터 부분에 포함시키고 해당 계층의 헤더를 삽입하는 과정을 말한다.
  • 즉, 송신자가 수신자에게 데이터를 보낼 때 데이터가 각 계층을 지나면서 각 계층의 특징들이 담긴 헤더들이 붙여지는 과정이다.
  • 예를 들어, 전송 계층은 TCP 헤더, 네트워크 계층은 IP 주소 헤더를 추가한다.
• 비캡슐화 과정
  • 하위 계층에서 상위 계층으로 이동하며 각 계층의 헤더 부분을 제거하는 과정이다.
  • 즉, 캡슐화의 역과정으로 수신자 측에서 캡슐화된 데이터를 역순으로 제거하며 응용 계층까지 도달한다."
BACKEND,네트워크,PDU(Protocol Data Unit)란?,"• 네트워크의 어떠한 계층에서 계층으로 데이터가 전달될 때 한 덩어리의 단위를 말하는 것으로 각 계층마다 부르는 명칭이 다르다. 
• 즉, TCP/IP 4계층을 기반으로 설명했을 때 각 계층의 데이터 단위를 의미하는 것으로 헤더, 데이터를 의미하는 페이로드로 구성되어 있다. 
• PDU는 아래 계층인 비트로 송수신하는 것이 가장 빠르고 효율성이 좋지만 확장성 등의 이유로 응용 계층에서는 문자열 기반으로 송수신을 한다."
BACKEND,네트워크,각 계층의 PDU(Protocol Data Unit)를 말해주세요.,"• 응용 계층: 메시지
• 전송 계층
  • TCP: 세그먼트
  • UDP: 데이터그램
• 인터넷 계층: 패킷 (세그먼트 혹은 데이터그램에 IP 헤더가 붙은 형태의 조각)
• 네트워크 엑세스
  • 데이터 링크 계층: 프레임 (MAC 주소 헤더와 CRC/Checksum 트레일러가 붙은 조각)
  • 물리 계층: 비트"
BACKEND,네트워크,TCP와 UDP의 차이에 대해 설명해 주세요.,"• Checksum이 무엇인가요?
Checksum이 무엇인가요?
• TCP와 UDP 중 어느 프로토콜이 Checksum을 수행할까요?
TCP와 UDP 중 어느 프로토콜이 Checksum을 수행할까요?
• 그렇다면, Checksum을 통해 오류를 정정할 수 있나요?
그렇다면, Checksum을 통해 오류를 정정할 수 있나요?
• TCP가 신뢰성을 보장하는 방법에 대해 설명해 주세요.
TCP가 신뢰성을 보장하는 방법에 대해 설명해 주세요.
• TCP의 혼잡 제어 처리 방법에 대해 설명해 주세요.
TCP의 혼잡 제어 처리 방법에 대해 설명해 주세요.
• 왜 HTTP는 TCP를 사용하나요?
왜 HTTP는 TCP를 사용하나요?
• 그렇다면, 왜 HTTP/3 에서는 UDP를 사용하나요? 위에서 언급한 UDP의 문제가 해결되었나요?
그렇다면, 왜 HTTP/3 에서는 UDP를 사용하나요? 위에서 언급한 UDP의 문제가 해결되었나요?
• 그런데, 브라우저는 어떤 서버가 TCP를 쓰는지 UDP를 쓰는지 어떻게 알 수 있나요?
그런데, 브라우저는 어떤 서버가 TCP를 쓰는지 UDP를 쓰는지 어떻게 알 수 있나요?
• 본인이 새로운 통신 프로토콜을 TCP나 UDP를 사용해서 구현한다고 하면, 어떤 기준으로 프로토콜을 선택하시겠어요?
본인이 새로운 통신 프로토콜을 TCP나 UDP를 사용해서 구현한다고 하면, 어떤 기준으로 프로토콜을 선택하시겠어요?"
BACKEND,네트워크,3-Way Handshake에 대해 설명해 주세요.,"• ACK, SYN 같은 정보는 어떻게 전달하는 것 일까요?
ACK, SYN 같은 정보는 어떻게 전달하는 것 일까요?
• 2•Way Handshaking 를 하지않는 이유에 대해 설명해 주세요.
2•Way Handshaking 를 하지않는 이유에 대해 설명해 주세요.
• 두 호스트가 동시에 연결을 시도하면, 연결이 가능한가요? 가능하다면 어떻게 통신 연결을 수행하나요?
두 호스트가 동시에 연결을 시도하면, 연결이 가능한가요? 가능하다면 어떻게 통신 연결을 수행하나요?
• SYN Flooding 에 대해 설명해 주세요.
SYN Flooding 에 대해 설명해 주세요.
• 위 질문과 모순될 수 있지만, 3•Way Handshake의 속도 문제 때문에 이동 수를 줄이는 0•RTT 기법을 많이 적용하고 있습니다. 어떤 방식으로 가능한 걸까요?
위 질문과 모순될 수 있지만, 3•Way Handshake의 속도 문제 때문에 이동 수를 줄이는 0•RTT 기법을 많이 적용하고 있습니다. 어떤 방식으로 가능한 걸까요?"
BACKEND,네트워크,4-Way Handshake에 대해 설명해 주세요.,"• 패킷이 4•way handshake 목적인지 어떻게 파악할 수 있을까요?
패킷이 4•way handshake 목적인지 어떻게 파악할 수 있을까요?
• 빨리 끊어야 할 경우엔, (즉, 4•way Handshake를 할 여유가 없다면) 어떻게 종료할 수 있을까요?
빨리 끊어야 할 경우엔, (즉, 4•way Handshake를 할 여유가 없다면) 어떻게 종료할 수 있을까요?
• 4•Way Handshake 과정에서 중간에 한쪽 네트워크가 강제로 종료된다면, 반대쪽은 이를 어떻게 인식할 수 있을까요?
4•Way Handshake 과정에서 중간에 한쪽 네트워크가 강제로 종료된다면, 반대쪽은 이를 어떻게 인식할 수 있을까요?
• 왜 종료 후에 바로 끝나지 않고, TIME_WAIT 상태로 대기하는 것 일까요?
왜 종료 후에 바로 끝나지 않고, TIME_WAIT 상태로 대기하는 것 일까요?"
BACKEND,네트워크,"IP 주소는 무엇이며, 어떤 기능을 하고 있나요?","• IPv6는 IPv4의 주소 고갈 문제를 해결하기 위해 만들어졌지만, 아직도 수많은 기기가 IPv4를 사용하고 있습니다. 고갈 문제를 어떻게 해결할 수 있을까요?
• IPv4와 IPv6의 차이에 대해 설명해 주세요.
• 수많은 사람들이 유동 IP를 사용하고 있지만, 수많은 공유기에서는 고정 주소를 제공하는 기능이 이미 존재합니다. 어떻게 가능한 걸까요?
• IPv4를 사용하는 장비와 IPv6를 사용하는 같은 네트워크 내에서 통신이 가능한가요? 가능하다면 어떤 방법을 사용하나요?
• IP가 송신자와 수신자를 정확하게 전송되는 것을 보장해 주나요?
• IPv4에서 수행하는 Checksum과 TCP에서 수행하는 Checksum은 어떤 차이가 있나요?
• TTL(Hop Limit)이란 무엇인가요?
• IP 주소와 MAC 주소의 차이에 대해 설명해 주세요."
BACKEND,네트워크,"서브넷 마스크와, 게이트웨이에 대해 설명해 주세요.","• NAT에 대해 설명해 주세요.
• 서브넷 마스크의 표현 방식에 대해 설명해 주세요.
• 그렇다면, 255.0.255.0 같은 꼴의 서브넷 마스크도 가능한가요?"
BACKEND,네트워크,HTTP에 대해 설명해 주세요.,"• 공개키와 대칭키에 대해 설명해 주세요.
• 왜 HTTPS Handshake 과정에서는 인증서를 사용하는 것 일까요?
• SSL과 TLS의 차이는 무엇인가요?"
BACKEND,네트워크,Stateless와 Connectionless에 대해 설명해 주세요.,"• 왜 HTTP는 Stateless 구조를 채택하고 있을까요?
왜 HTTP는 Stateless 구조를 채택하고 있을까요?
• Connectionless의 논리대로면 성능이 되게 좋지 않을 것으로 보이는데, 해결 방법이 있을까요?
Connectionless의 논리대로면 성능이 되게 좋지 않을 것으로 보이는데, 해결 방법이 있을까요?
• TCP의 keep•alive와 HTTP의 keep•alive의 차이는 무엇인가요?
TCP의 keep•alive와 HTTP의 keep•alive의 차이는 무엇인가요?"
BACKEND,네트워크,HTTP 응답코드에 대해 설명해 주세요.,"• 401 (Unauthorized) 와 403 (Forbidden)은 의미적으로 어떤 차이가 있나요?
• 200 (ok) 와 201 (created) 의 차이에 대해 설명해 주세요.
• 필요하다면 저희가 직접 응답코드를 정의해서 사용할 수 있을까요? 예를 들어 285번 처럼요."
